original_text,noisy_codeword,snr_db
Le decodage de canal est essentiel pour la transmission fiable de l information,"[0.6466677636029297, -0.5688008841356806, 1.7851346157193235, 0.6429169247475317, -1.5665430654690349, -1.7424972058371926, 0.9660651768652364, -0.7869442117249059, -1.3629649498471295, -0.26810438046726504, -0.9586990495087793, -1.0530263869268934, -1.2517357670229214, -1.0375072547445399, 1.3282884555129666]",3.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[0.7216071731548016, -0.37466358792457854, 0.4853274857559563, 0.5664479818310886, -1.7977712797404326, -0.34424535871673, 0.6435519057407577, -1.0756536002087762, -1.603249776860427, -1.3731680482546178, 0.018625626585708988, -0.3524401767136036, -0.3086611623266986, -1.2998785537196635, -0.0024802631130376174]",4.0
datAk,"[0.4113375059119344, -0.8068898135948268, -0.9306022596650176, 1.7830124191183196, 1.9421819858839364, -1.0705713231001728, -0.7696426068965159, -1.0360881998028635, 0.3606546939408022, -1.1437639348190247, 1.2548561674610383, -0.9727718347122, -2.4110368985540327, -0.5078571320600058, 1.0643463635153196]",2.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[-0.14574060136764477, -0.7905825870792337, 1.4207771791849662, 0.24492126284159232, -1.9790171198103113, -0.4253727477782743, 1.2882210225476411, -1.2512603287971897, -1.3203482186670028, -2.082860322047993, -0.13249295958156615, -0.16475024758095824, -1.6010185340457994, -1.4523074477636684, 1.0192826199808982]",5.0
ins,"[0.2868712237788904, -0.6747782530988891, -0.7910590457678093, 1.209468697536302, -1.6979255456939883, 0.882110940150846, 0.9963927102967056, -1.5931138184696552, -0.3651096159808491, -1.5062964610442653, -0.8863820436399749, -1.3492215788672386, 1.6568058725869967, -0.06980710307544946, 0.3950158753944275]",5.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[1.2829764620383277, -1.2772558994163061, 0.40038021354732223, 0.7896343406559082, -1.302813018489664, -0.4394008457545483, 1.605932915171196, -1.5927471158398363, 0.1372807219733796, -0.944510559837753, -1.1637830472148654, -0.1510339502046979, -1.4824102861250008, -0.43465109440950145, 0.7073711306278048]",2.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[0.13774502881620898, 0.3910143508255297, 1.4311969848534711, 0.5616208777033389, -1.7815891826084407, -0.116723386647971, 0.87638602246195, -0.31096421403031405, -0.29791947904871874, -0.5876874807359833, -0.9770643023508828, 0.4157258232698777, -0.2997470068797994, -1.278739977983828, 0.05244999174107523]",4.0
Ce projet de PFE explore l utilisation de l IA pour ameliorer les systemes de communication,"[2.040791730311202, -2.5082380468216035, -0.001669628774251919, 0.8331942718179403, 2.3828611132569497, -0.28759439081986415, 0.1845124414034105, -1.1791443119629745, -1.3249680180544208, -1.6395854729899855, 0.9319938102575299, -2.0262386902293166, -0.8548551179260995, 1.6300730136943247, 2.8515616318288233]",0.0
kVTjkgx,"[2.3856285849238095, -0.4166426431638255, -0.6360687559629818, 1.5629082907476382, -0.44926709726178304, 0.6553417313680213, 0.9351174480303227, -0.508585980580883, -1.2604158775018288, -1.5595693072358356, -0.6751257472027634, -1.3550717409499675, 1.2870528237977512, 1.0702947660564792, 1.1049925871893693]",4.0
aB,"[0.500262244741301, -0.6470358715672726, -1.2179043669505958, 0.5237761042375395, 0.5074763823757528, 0.211725634999816, -1.1835249824152456, 0.7533687598627347, 1.2987518946613767, 1.3220003926394275, -1.9208522694039412, 0.5823044511328477, 0.22439343477085028, -0.685443435576672, -0.019421183783793206]",3.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[0.755342537325661, -1.2709480052706437, 1.1883928894762548, 1.3469656944933475, -0.49988460787297906, -1.4900729129477115, 1.1380846947253906, -0.20949193398175625, -0.44346500500924846, -1.7162495316287203, -1.1440542188326315, -0.8525787553537683, -1.7201188173018696, -0.9460386734580302, 0.8357574234947506]",4.0
KxG,"[1.5329288040639493, -0.9924035130015926, 1.7859248763526039, -0.006653145462279131, -0.5244887316077393, 0.6265366266758352, 0.7392019688195447, 1.6759671576429405, 1.1860459730156308, 1.8073353168581572, 1.602067683504599, 0.9721109017968662, -0.4519754610775072, -0.38272855731065836, 2.1153872190896457]",3.0
Ce projet de PFE explore l utilisation de l IA pour ameliorer les systemes de communication,"[0.7124293763823344, -2.255117565866052, 0.513715493627537, 1.880710651561827, 2.3814253262564984, 0.19964185466298978, -1.2087044826870257, -2.8182388481602425, -0.005847294269352932, -0.36399716812099103, 1.5260836828561106, -1.136205515819551, 0.7649599478211008, 0.8958952122411884, 1.4584902421548274]",2.0
La communication numerique est au coeur de notre societe moderne,"[1.2970870059531316, -0.7732050682717952, 1.1027272284684306, 1.634941715181065, -1.1567230331680955, -0.4828315673113117, 1.7866305716148196, -1.1584514817534608, -1.2025264111243978, -1.3986309958079575, -0.9012952953250895, -0.562106220094704, -1.2991127126860744, -1.4667944824205226, 1.0060764422354052]",5.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[0.3592907992604889, -0.13399676398998805, 1.1883890378250883, 1.8725126442575584, -0.04496927707443177, -2.0099058074704175, 1.6153183171062069, -1.0628851068237526, -0.6451796348745575, -1.1747967949784142, -0.11733989100824904, -0.3895198514934669, -1.3504653691422712, -1.4626554303638513, 0.09552257178061418]",5.0
WTt,"[-0.07273752315567261, -2.9292751309706393, 0.839170301351797, -1.2283036173704416, 0.8238105215582061, -0.6638417399933081, -0.5632543270959458, -1.601382287092702, 1.0010967624416975, 1.1923194466881153, 2.4394186498441424, 0.9936688774038929, -0.004836883432384642, -0.7217214354218286, -0.5468550835578214]",2.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[0.3884660894541285, 0.705040774453664, 0.030271297248524953, -0.6233313291207907, -1.9843744867908721, -1.1810193459799123, 3.080658194992321, -1.1850827812335318, 0.14882502362850047, -1.1983518228054604, -0.9662085684671555, 0.007012689282090756, -0.9512802429895815, 0.6294549128308493, 1.1583821480768548]",1.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[2.0324619154827115, -1.3730486218399827, 0.5783442688477706, -1.1211213675873508, -0.23735694264552054, -1.6757669501390349, 1.4760006345349723, -0.863323742466409, -2.998126151507095, -0.08446938995962938, -0.18861260517427902, -1.575907375624165, -1.1157397050338673, -1.2437092365718432, 1.2202728833228917]",0.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[1.6399713480015885, -1.136511855912081, 1.2789071751775294, 1.5706444113241007, -1.3724714333598296, -0.2231492241117926, 0.10990802910083708, -1.5447858621887067, -0.050016344267215795, -0.44485435908359705, -2.0105122176428836, -0.6110000528050795, 0.17031050911535406, -1.0352404241276099, 0.5986964253919571]",2.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[0.3488393291493811, -0.7158708942341965, 1.9377141712987074, 1.1664586877033147, -1.6404127589383481, -1.1233044232932938, 0.8390852741998613, -0.8216543635096706, 0.1577117860888888, -1.0437097490971958, -1.0123844803582192, -2.080061528709993, -1.8429334445417909, -0.8268811520894989, 1.0204100308920545]",4.0
vCqgNq,"[1.9139046444607097, -0.6527331473346847, -1.4605237751482008, -1.1092007629957685, 0.4883341009263029, -0.4281956687119238, -1.022132640415305, 1.3964966012296212, -1.2491434802718913, -0.4171409362066696, -0.7434262553006847, -0.12434727898875719, -0.7688158102486465, 0.8988398500814377, 0.5553520413412223]",5.0
aZ,"[0.4774683886265647, -0.8917899460875565, -1.3849557947265732, 1.099661720948323, 2.5334026939602046, 0.5334136028737371, -1.0478572603520013, 0.9544237180300814, 1.0054309568121391, 0.8866839070578382, 0.3359121093036912, 1.712253470525437, 0.062161089268907066, -1.4518196217469532, 1.2794927086446386]",4.0
R,"[1.5838665354056873, -1.1996349407134481, 0.07358914871088618, -0.23984614525242554, -0.6330675391953391, 2.0288666506495376, -1.2198386828135739, 1.2107380170721174, -1.093353160496097, -0.7141406365339895, -0.4318493434251438, -2.5880838988846304, 1.9020927746536018, -1.551901725418265, 0.5975737493933888]",2.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[2.1752417009553358, -2.456373575152898, 0.7794419547540401, 0.26993622200818046, -1.1140232001349255, -0.9702386972125694, 0.7645824691874336, -1.7112211137231994, -1.3155945984046853, -0.14915034592186738, -2.2314987900070715, 0.21965366292821664, -0.9336110645017347, 0.09444145156915917, 0.4179284786192655]",1.0
La communication numerique est au coeur de notre societe moderne,"[1.0428026796997258, -1.5891407787671477, 1.1827680847477842, -0.190945589580078, -0.5259730034531239, -1.3804771315432829, 1.2303691002240082, -0.8758868789617044, -0.5853317020059321, -0.2279982113233031, -1.9461997861379494, -0.8471791387533375, -1.3853890588591076, -2.770720261519414, 2.0692067997368904]",3.0
La communication numerique est au coeur de notre societe moderne,"[-0.6639884724098, -1.0608139073046843, 0.02192978540257129, 0.6845315192356225, -1.1265449076106722, -1.45216183478992, 0.7584339143355703, -1.4048250229211956, -1.0558519400235824, -0.5587310802375423, -0.712111222649797, -0.6842462343644498, 0.2394511165142894, -1.7537842875789456, 0.23272765976559762]",2.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[0.8492539885792931, -0.9029574992863777, 0.34293181012223517, 2.0074676160529767, -0.3461273627839625, -0.7222007046672037, 1.313934735937309, -0.7832244859764711, -0.5912122755681841, 0.04055972902548133, -1.5111496510612756, -1.3797892547421968, -1.0084847959120449, -0.8497633751686945, 0.520536753084418]",1.0
g,"[0.6141153467293128, -0.39376092281491026, -0.04684706908115055, 1.4743809782802917, 1.9426905168373267, -1.263042876436224, -0.41489262867897825, -1.301660008533203, -0.7103955500294924, -1.3050405908789757, 1.2321463272546913, -0.9240088202265679, -1.2268393686032004, -1.8929876252330504, 1.4066661776637237]",5.0
Ce projet de PFE explore l utilisation de l IA pour ameliorer les systemes de communication,"[0.6261658412519959, -1.7691589307343243, 1.7359018622525895, 0.778004846977415, 0.1427469728882449, 0.6416446370249473, -1.4740069220409033, -0.3912880187470248, -0.6253723058047544, -0.9116810581815633, 1.6370863181319095, -1.2288226467003844, 0.8630833090551175, 1.0726569347876036, 0.7060691295315573]",5.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[0.8177352851053823, -1.6140133025534873, 0.956332058660755, 1.2761077794051596, -0.9393101212146199, -1.444511220291143, 0.40208945120390494, -0.7756483125919756, -0.3267163932467837, -1.9440664542033788, -1.0498608019347553, -1.065809141682087, -1.3321949334459684, -1.0681199408151079, 1.5707072890502003]",5.0
XKXno,"[1.1708908853091713, -2.244839375217532, -0.9818411347131177, -1.3418469981048864, -2.1737775632629233, 0.11970875630842981, -0.027463272282909346, -0.16322154087244267, 0.43172012993066367, 1.6291314553710474, -1.1905958680796433, 1.0692086003651475, -1.7795719350250168, 0.30427247281303627, 0.15129661941037487]",2.0
Fn,"[0.7737315443092936, -0.3953639909794333, 0.8212983469621796, 1.682537403295301, 1.5184864350497431, -0.8173062358548638, -0.3833701142587095, 1.5542192689750092, 1.2368295123563777, 1.302030441824129, -1.3297252433779816, 0.48339012296632256, 0.7784719931256525, 2.2717314934840402, 0.9682418721855716]",5.0
LTN,"[0.5655064992445755, -0.7571187465580647, 0.872456033722445, 0.6378761323228956, -0.306216052812768, -0.9568941949509204, 1.5765225199227038, -1.0416424922353904, 0.16815055203865836, 0.2245960471895676, -1.04141352507018, -0.7579070866737082, -0.1228103365005514, -2.0113566302148005, -0.25352243882687153]",3.0
lwAn,"[0.5375011216032911, 0.6169382781363375, -0.7796855926580009, 0.3157281559070104, -1.4254017863186632, 0.6732766106878811, 0.19887277071707543, -0.7432576262599098, 0.9341301523876536, 1.197242410748666, -1.40435965500561, 3.8821916772911833, -0.06714355177165832, 2.183442204585041, 1.6762106887335817]",0.0
C zEnxz,"[1.298217777597826, -1.5155616129173062, -0.04496911858358765, 0.7089873994718354, 2.085508639573793, 1.6552967893434058, -0.3331949220946051, 0.10374550030701868, -2.2716399659937867, -0.6041713497743793, 2.2868922816140245, -0.16816496748860377, 0.704154377798539, 0.8912687498486718, 1.1233773578520228]",2.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[-0.21274517797998538, 0.2484943543035265, 1.2277152346550015, 0.004584584914199108, -0.8276610157383427, -1.9942562457021373, 1.1847949026745082, -2.5841096989744115, -1.662383739649767, -1.1543802067217315, 0.0950383720455763, -0.17750945416348962, -1.3005629194591235, -1.357858261279295, 1.286798193845006]",3.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[1.474658152519443, -1.9972272908954252, -0.06503898408577657, 1.3477898452542132, -0.4460508357001084, -1.7648910694287496, 1.0398080103649268, -0.777312385450759, -0.09063339217991462, -1.3301173774245705, -0.4399473275172019, -0.922047319465821, -1.1590938265113033, -1.4696774814555669, 1.0468081880133076]",5.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[1.3785823639274861, -0.6803202651622653, 1.3237972877651223, 1.1247109936918136, -1.045938528976906, -1.2397690966120882, 0.7198175584113882, -0.26153171631447714, -0.4580799706369315, -1.014496908187561, -0.6026841583048713, -1.282372244588711, -0.7480012859542333, -1.863289943473771, 0.8317589077873491]",4.0
qeQ,"[0.11836005505429448, 0.556786902823269, -0.13738372719739012, -2.0552273054518437, 1.9678545194421004, 1.6214392920320297, 0.6078387698366201, -1.0621314405321285, 0.9503484512995719, 0.6160375640274806, 0.274131050543298, 1.2459229947791355, -1.9596165726634651, -0.6349181190232969, 0.9629703072595935]",1.0
La communication numerique est au coeur de notre societe moderne,"[0.7667139823694851, -4.265371394295155, 1.2209610535893252, -0.6816824885494364, -2.190689620623405, 0.03885035957081029, 0.0696900257621823, -1.4163051812196465, -0.8861386016418441, -0.6275769480176134, -1.864574640578458, 0.07030790447634638, -0.2630818399959811, -2.364355846137979, 1.5953237571806258]",1.0
qzIqTn,"[0.6517665699615913, 0.4473553958511769, -1.4371327261086435, -0.5310936270264496, 0.8518274663729023, 1.4011731712084792, -0.7351110405006303, -0.5468439259554845, 0.9638296443606333, 1.6114204773981666, 1.419642848205826, 0.9414973048043355, -0.5792248089647486, 1.5321272827159205, 0.3204169190248325]",4.0
wiWzDU,"[0.9516982237439491, -0.7975646597216499, -1.9380115195934853, -1.5171636581238026, 1.1958571609968307, 0.2585294908461939, -0.6684561836590919, 1.1192602015059074, -1.2305647289022903, -1.33397449690405, -1.2138550272190296, -0.6485309753953686, -0.8980788375822011, 0.07717394276493827, 1.1679151155488947]",5.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[1.3058746306144609, -1.1633365306707446, 0.8672152632428161, 1.5257785458739472, -1.8137297390412483, -1.8242914323668518, 0.8807589818760936, -0.3586209777216167, -1.2285584929677154, -0.8327259659405596, -1.1911541148284828, -0.9323274385342711, -1.9066812106509543, -0.3300151804890722, 2.694661619218822]",5.0
Ce projet de PFE explore l utilisation de l IA pour ameliorer les systemes de communication,"[1.1372466055243298, -1.3322417107732696, 1.35519106483141, 0.557663435399715, 1.0988407003189897, 0.38083338373670406, -0.5702643594813883, -1.2798872886069241, -1.0395153018803147, -0.6979255150342518, 0.8403260656388284, -2.317876269094178, 1.3172304618444, -0.048406672585245, 1.2923150182522858]",5.0
XYNjS,"[1.0962064320904743, -2.214782022084488, 0.5489242957867845, 0.39272884950868026, -1.303051690572462, -0.15230258560739696, 0.6190983525851258, -0.22024665294260182, 0.8383032305961016, 3.107991929119169, -1.0380202305689425, 0.9781606805812296, -0.8825842674008676, 0.5425650064955763, 0.5238898023206062]",1.0
Ce projet de PFE explore l utilisation de l IA pour ameliorer les systemes de communication,"[-0.5777093483653932, -2.83231181794406, -1.13577154441351, 2.0487963981888058, 0.8048239200431992, 0.8535636473532027, -1.902938099172986, -2.1481338973117152, -1.2360607768223713, 0.7042158703530135, -1.0092416039561996, -1.1448194741041218, 2.877536563421857, 0.5511420406755372, 0.410958639868489]",0.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[2.2368299683882498, -0.06257204737140765, 1.37091322978939, -0.2387855338595648, 0.06339778902374005, -0.3659511075619991, 1.1826570887121604, -1.1928920495325177, -1.1649078205986556, -0.40715522693969697, -0.5005420440935859, -1.6462426067823945, -1.432083144620612, -1.691473605447138, 1.4220394402642016]",4.0
bHwcwrM,"[0.17922967618676955, -2.045343204313357, 0.36945765558986143, 0.5112893764222618, 0.8193482487956507, 0.12360829297703224, -1.571950027398434, -0.10442313998962516, 0.4653743270661266, 0.2836356859838587, -0.015367519581406919, 0.44996712862225197, -0.7227022059336239, -2.316502816972524, 2.5346235456141755]",1.0
xO,"[1.9492992171488321, -1.3249636785530239, -1.3982200656997033, -0.7258432201554221, -1.1114231895530027, 0.7871346559474857, 0.8212619962009314, 0.40026167128049484, -0.9967165688275337, -1.3039415036877495, 2.185056921734201, -1.4216575451526743, 1.1083113388131696, -0.9389951752877734, 0.4287281097346184]",5.0
EBMobSp,"[0.9905306988301602, -1.2376158056261586, 1.1856074690104552, 0.5558393440619271, 1.6315547033450994, -1.034986400438859, -1.061248614639879, 1.4776963633014237, 0.38230768299078643, 0.7434158404654087, 0.19504971999374932, 1.8023825087908238, 1.0269448749422059, 0.38579786238042935, 0.5801204347586179]",5.0
mfDhIw,"[1.5788474367141538, -1.1905742866932734, -0.5404761903658352, 0.8566006960155048, -0.647703855777664, -1.8528848646911178, 0.239000739550025, 1.3483868004822757, 0.24539167124521066, 0.8352909100703577, 0.8167975216282372, 0.6047921580587923, 0.15922714702351526, 1.0867020221441384, 0.9800397688513881]",4.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[0.007253391046031621, -0.27340693334851474, 0.9460504361266602, 1.1161578783308803, -0.8799290410751609, -1.314696803948579, 1.558914725566211, -1.200534595028375, -0.9701209786778223, -2.1984532109704724, -0.7886154846730735, -1.065823050060776, -1.5927406857871405, -1.5665503978669602, 1.2266313183927022]",4.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[1.597195521078852, -1.3991916910748183, 0.389981507935243, 0.6410562513794293, -1.7517219123813894, -1.4577234331311821, -0.001667974122021798, -0.7657778940328814, -1.474298798372014, 0.24916159462825394, -1.0117128353740512, -1.6963836096467724, -0.151291823088183, -0.15519408256022993, -0.16681910265883304]",1.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[1.9061536636413985, -1.6661915609051485, 0.2694363901015058, 2.022502191249976, -0.7880932730753405, 0.18557493055554808, 0.2942598573094234, -1.3097318040202812, 0.3783734576719828, -0.6005178596145813, -0.9818809334178369, -1.7185660462985899, -2.2707035384168033, -1.1553517234167472, 0.10358012426817054]",3.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[2.1241964601846552, -0.15113241816952128, -0.29095741078620874, -0.07319249415304774, -0.6517648008724486, -2.4566059290926026, 1.700401552846429, -1.1116707389449667, -3.439889927093832, -0.9762959412790371, -1.2238180688428586, -0.41037283779312783, -1.059668241523831, -2.600289636982803, 2.0293377410347957]",0.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[0.5480006132384282, -1.6608206479288132, 0.4136066446633885, 0.45301981173190353, -0.6627558348995974, -0.7813789799782063, 1.332646433576004, -0.342142879887666, -0.47232759634062893, -0.8391517539753444, -2.4935954411731838, -2.178361770124825, -0.6816023338699433, -2.6330002623462003, 0.9897384576795273]",2.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[0.3079711007229211, -1.6098438470746146, 1.6020213981853124, 1.0172636036781812, -1.4024030296925885, -1.2579567436601382, 0.35367561350266286, -1.2907145220870777, -0.8225719556363859, -1.4477689552556288, -0.264715666600452, -0.6538406917995545, -1.226713860167728, -1.0869108645677332, 1.8520171155972405]",4.0
SInEEJU,"[1.043543665066431, -0.6105692673997136, 1.0304186319547926, -0.7873093415220316, 1.4336927643061923, -0.41195837579977157, -0.6298819940924671, -0.2333969835452827, -1.737135847754009, -1.4431949774826371, -1.0118725558267436, -2.1333795205863626, 1.1833816918900522, -1.7790798418003457, 1.6001805925877655]",5.0
hanFF,"[0.4188148828978986, -1.3738375584740958, -0.25032608847442606, 1.0621996862190874, -0.6594661596835554, 1.2454388039828626, 1.4283191973644553, -0.6243454963975027, -1.1469081294089778, -0.6960097583972187, -1.5421490080953726, -0.3178433831741079, 0.7254708187528536, 1.494455614453527, 0.6445474297691034]",5.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[0.04795424102125978, 0.11689891875863956, 0.4129797798346554, 1.7079278972655416, 0.9339243479804284, -0.413957096755721, 0.9962829742796847, -0.7120419281249073, -1.7716127442153864, -0.42531348699698523, -0.8710200318252751, -0.44763202349202347, 0.728646276406377, 0.426138748719606, 1.4003628288548844]",0.0
K,"[1.1320309650656306, -0.5010847169409691, -0.29850365115513045, 2.1186926461915547, -0.48416197313065346, 1.8380666439771036, 1.166788097949369, 0.4582179617861467, -0.7118431502293978, 1.0288547717327443, 1.3881467272466703, 0.5043515256990276, 1.325843506304075, -0.7709505004025955, 1.0240387247963967]",1.0
BUM Xeq,"[2.011089105461534, -0.9630066512708917, 0.9732932522504935, 1.3859824752438428, 1.7544195786421337, 0.12690203301090908, -0.7705612968842731, -2.2087717628966628, -0.15229665331581577, -0.4282830852835574, 1.648091943341414, -1.526677322400062, 1.3347503941356593, 0.8831964878984875, 1.6411849175258102]",1.0
aB,"[0.544356077723209, -1.850297247379796, -0.22627529804667523, 1.3752237348209464, 0.9047650433432106, -0.34632198355579114, -0.7113359212212019, 0.7006861388567183, 0.7891274387618581, 1.2444735519136982, -1.155530628106569, 0.4347377189340962, -0.6052083347152518, -0.7186567679782278, 0.9683867120669616]",5.0
SMg,"[1.965081026311073, 0.20407175250740117, 1.1274520741928284, 0.3056005802080026, 0.7305680203835394, 1.354529024867428, 0.6510884619362209, 0.369921239540285, -0.2977713073683602, -1.788704034378711, -1.662074014304208, -1.1710617234559535, 0.5499646531316497, -0.8043261380796376, 0.8176262146898049]",1.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[1.4136663557942766, 0.11989684078549079, 1.213653019381952, 1.4979478157956947, -1.8439504811178384, -0.9657413433636828, 0.31764131236385806, -0.10406565938460965, -1.5251698127678779, -0.7519230448172649, -1.1749595191354782, -1.6097633469632058, -1.3921771323945848, -0.9791160528727306, 1.283018474331358]",2.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[0.26821978392704793, -1.6602482324612295, 0.38513766885105494, -0.1858361541663427, -0.5868538530858096, -0.3144982820251575, 0.10589608217703661, -0.6105671981092856, -1.5487430882342341, -0.7576939607915614, -1.6635966403954452, -1.3183985042089512, 0.12750224672004795, -0.4085069708165313, 2.463830386392334]",2.0
a,"[0.8364263885094898, -0.7872934144559792, -0.8397169543714036, -0.31849036911322237, 1.1053543868252147, 0.7487875378164556, -1.2329514902306205, 1.12900959139456, -0.27315166044076955, 1.2372145237988361, -0.9272119924439934, 1.5272652001272133, -1.948463913767509, -2.3904670488045308, 1.0948000427578597]",1.0
La communication numerique est au coeur de notre societe moderne,"[2.5991206916995453, -0.5999506117770428, 1.6759558131469696, 1.5227982952202266, -0.9569956602226233, -0.13368380112667477, 0.39701413563979615, -1.295060040648618, -2.9498641513070396, -1.556700249917693, -0.795604360529548, -0.5916151140590384, -0.5050654687624323, -0.33163595301336735, -0.11115184846804649]",0.0
La communication numerique est au coeur de notre societe moderne,"[0.7736793644747736, -2.3224187683230726, 2.697561975982646, 0.05346939669625517, -0.9658181435109437, -0.7697547005545895, 0.01875621721870857, -1.3597190559296013, -1.2636922332630647, -1.1276237414012464, -0.30026613553555104, -0.011906267007598559, -2.2633152699241808, -0.9159378092453079, -0.2048519410737082]",2.0
La communication numerique est au coeur de notre societe moderne,"[0.3923817983710721, -0.7927629552928228, 0.06601734778939639, 1.9557425363992171, -1.8590374270569674, -1.1816361837718867, 2.0262469987193272, -1.0081920480648932, -0.20857870321682104, -0.5891059877979958, -1.3919030380954167, -0.7270591868055961, -0.5271590426439877, -1.2169408958228025, 1.6724803506084809]",5.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[0.6355360408362081, -1.4017129468333072, 1.9589879701374024, 0.7085564635887953, 0.3916479845015075, -1.664349781637505, 1.0854659311633321, 0.007231513561697378, -0.7395074256412592, -0.8104442407791028, -1.4842726799676185, -0.7458851757553775, -1.4486407034737694, -0.47471127414634284, 0.9862301648358327]",3.0
La communication numerique est au coeur de notre societe moderne,"[1.4162551611102079, -1.1829934710668333, 1.876214429835904, -0.476940911345368, -1.6905009373653765, -2.562100428194878, -0.3906488279863545, -0.4694180493912442, -0.4694911999789697, -0.5743098114366378, -1.4397051077500245, -1.740520965935211, -1.9918542758204332, -0.8798200003861417, 2.1329687182008126]",2.0
DvosQ,"[1.1399988540861254, -0.10918885733916972, 0.8567395490259043, 0.7612241551751185, 0.8882335039980537, -0.7002881302736217, -1.1681773387806822, 0.6687742363691747, 0.5278996591200793, 0.5557894835798336, -1.5059075498086307, 0.35380118101584834, 2.951474472687219, 0.9284037446444131, 1.2999063444739107]",3.0
y,"[0.8196378867359219, -1.7711484607840116, -1.1310599450335108, -1.7630367116044485, -0.9943273576486312, 1.5772920169735585, 0.6474860041344035, 1.3948089298912598, -0.8234210024278525, -0.8519530072894195, -0.07498654509280755, -0.9190102245276048, 1.6415075286357288, -1.314309841829169, 0.7634984579815105]",4.0
oXyvqxV,"[1.8898486148837992, -0.2814015224018006, -0.2444377843155976, 0.479782382156168, -1.5480053732515664, -1.6297556883010116, 0.9022616978006549, 1.3765828347954125, -1.7940670508736378, 0.8829549964864803, 1.7461466344290706, 2.890875100104891, 0.30778722538051084, -1.3857304926808247, 1.5072486729384362]",0.0
 NT,"[0.5661754199107634, 0.6231627603598187, -0.6182719115962656, 1.3373694579757736, 1.4192949140691469, 0.6392983898972429, 0.8894657771133452, -0.9689103345831053, -1.2835325192164149, -0.25879624932270384, -2.25244369194349, -0.5104803449416299, 0.37926191009959664, -1.1947248505160866, -0.05468133304897793]",2.0
Les codes LDPC Turbo et Polaires sont des techniques de codage canal avancees,"[0.5630201993761894, -1.1189291463902393, 1.225356779695523, 1.8849599951246185, -1.4654344317253778, -0.5863836044914259, 0.7612006349754844, -1.3725955075701566, -0.1836220501731074, -0.6509039558880199, -0.9452294733383086, -1.5115958850094318, -1.1236298740537394, -1.0537487579601739, 1.3548534577831812]",5.0
Lapprentissage profond revolutionne de nombreux domaines y compris les telecommunications,"[1.562783260059842, 0.4211978810447776, 0.8153723028465261, 0.5242931202869783, -1.2475280627198126, -1.188760176063217, 1.1441091452513246, -0.6788539650260502, -1.373590322083679, -1.169565619827328, -0.16357058658969437, -0.24403093405209741, -1.4802039532070683, -0.9901568549909042, 0.2999834374568209]",5.0
Le decodage de canal est essentiel pour la transmission fiable de l information,"[1.3295728570995544, -0.8897144648519327, 0.45367111079012956, -0.0044687472738382805, 0.27336048422869097, -1.4337943004001126, -0.3686012153888487, -0.01858787942441842, -0.2877544494632389, -1.7461775905405437, 0.2574266525513267, -0.9965848537181607, -2.9058668363016507, -1.717299381606174, 0.053118181202444714]",2.0
La communication numerique est au coeur de notre societe moderne,"[0.6601728140488923, -0.6686293236725054, 1.4932072252385493, 1.848426687950782, -1.9010927872605514, -0.9889157876459388, 1.8853139111240536, -1.4161325948389103, -0.033499714453729124, -2.282529766377234, -0.9262604444851403, -1.6835676928229797, -1.0394244433864315, -0.22019465085046663, 0.7172795003673521]",5.0
Ce projet de PFE explore l utilisation de l IA pour ameliorer les systemes de communication,"[1.7842630233968886, -1.5963205589264025, 1.0853130632795518, 0.22795914262522643, 0.40290526104449653, 1.496530757819189, -0.1855191933266651, -1.0130781652203305, -0.800155050624001, -1.0076884946838747, 1.5387555382234088, -0.46610921642280234, 0.30449985426983883, 0.8503111529801248, 1.025725239198866]",4.0
