Mot original,Trame codée bruitée,Trame binaire originale
9u0gw2pw,"1.032640596283025, 0.724726087944025, -0.8450048431690577, -0.9580546709089379, -1.1705144699138499, 1.0203081206670779, 0.996143478976508, -1.1849381319858565, -1.0553223760393267, -0.9867645655614294, -1.052292222349394, -0.9035469795238054, 1.1913386594900501, -1.0765617291230476, -1.051653528851245","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
07qk0vm3,"1.0199061445699744, 0.8872476507807189, -1.130818820158951, -1.2943217673981837, 0.9764095354737035, 0.8153677961166915, 0.8888337534113943, -0.9766668889225023, 1.0975008723276367, 0.8013531816801096, -1.2267647375319315, 0.8707834931305104, -1.0102953153354521, -1.1976768381130882, 1.0124049772466206","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
v,"0.8296382750519113, -1.0229306616785254, -0.9449074723071158, -1.3193206375700604, 0.9579236245256069, -0.9733970246929313, 0.9925182670229491, 0.9912763464383418, 0.8446414363272058, 0.760731614521091, 0.9697821650214472, -0.5756485467386676, -1.302612051065658, -1.2222412837296737, -1.1250893383645522","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
3wgq7sc,"0.9833792393397023, 1.0196622487544074, -0.8089723011550614, -0.6292898275924683, 1.0915700200944924, 0.8949132129631013, 1.255116880477442, -1.150846316612605, 0.9082150556984657, 0.8519360823939185, -1.036941783919902, 1.0306964738569784, -0.941599401450375, -1.1872204730145666, 0.8134694015983891","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
,"1.082469916567472, 1.0150553597932541, 1.0049084258955958, 1.0728301366337538, 1.1624017072773243, 0.8726655587333961, 0.9646518598705428, 0.8572241688029405, 0.8728546588964006, 1.0884722496915984, 0.8997862708627631, 0.9559446801912904, 0.7432973236535231, 1.0226629170172985, 1.1386832410745569","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
jkif7o,"1.1708067999663174, -1.010556490342843, -0.8340628339545973, 0.7697963076731624, -0.9328071857930069, 0.9706714680239518, -1.0424341473392484, 0.8390434138016858, 0.7879275040227346, -1.2802092273311376, 1.2788184995070875, -1.0973809765205853, 0.9483073475270657, 1.140841838954349, 1.0296369585173","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
zze8,"1.003355014984242, -0.7420960787367161, -1.0728052800743806, -1.002304765694623, -0.9000144705188521, 1.1427545204686296, 1.098302122363881, -1.2575540868384933, -1.1013431906387219, -0.7612362664671956, -0.9009564947240513, 1.0288801501536642, -0.8724277122738175, 0.9557419913192606, -0.9340703878842592","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
2icfs1,"1.0030449011622604, 1.1329315536173363, -1.1342118872673876, -0.9386222060709193, 0.9213274314728594, 1.162891575061462, 1.056540953665554, -0.9167427929177108, 0.837991112439777, 1.1501249268657663, -0.829643901450933, 0.9629563349380493, -0.9040345689571196, -1.0073339538660087, 0.8937206422958958","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
5oocqf,"1.0919330681515584, 1.1365291528645438, -1.1279857029369893, -1.1220185476150204, 1.0453016677029567, -1.2497320549858313, 1.3125966864068943, 1.016275174657491, 0.8643182126005573, 1.1054337786500417, 0.819572615316271, 0.9411556216512363, 1.054762348734924, 0.9514467820678222, -0.9297061672281692","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
s,"1.0807010321762323, -1.1277919069726603, -1.0124969013038503, -1.0268450783497276, 1.0073335188314039, 0.9493477444827663, 1.2312682545889917, -0.8042156435633685, 0.7909047213092059, 0.7725324320945526, -0.9698473342130922, -1.0401212726028877, 0.923376746395847, 1.0337206927705933, 0.9585087763884387","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
p8au1ymoy1,"1.109873929704087, -0.8119566620585492, -1.1443825941379546, -1.022211894487003, 1.2910498162620638, 0.8859158465597801, 1.0876800933709971, -1.1085907997222988, 0.7185856853260691, 1.1005090747581503, -0.7107570425898744, -1.1814731918279282, 1.097402318073506, 0.7422579096711398, 1.0220716509107546","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
ycwl6,"1.1219544700579076, -1.0526753261614032, -1.3003154242902573, -1.0071824620766072, -0.8730783310145622, 1.2110232879153304, 1.315137209618619, -0.7792644376643578, -1.019246756680644, -1.065448064364635, -1.1489568293107828, 0.8657963400328634, -0.8849800511804964, 1.1648446956766763, -0.8047200128195569","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
l8mn2,"0.978410931896756, -0.7714451956385096, -0.86054540859521, 1.29339538354358, -0.8936170924167025, -1.0930324839223577, -0.9814607293233767, -1.1217493000554197, 1.1778194102035984, -1.0883192027260657, -0.9617612754143898, -0.6580677378476684, -1.1020418565969123, -1.229314087388309, -1.0287376772486756","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
m8,"1.0261545120067883, -1.011691437860776, -0.886708355094944, 0.9325412756252955, -0.9704550379316558, -1.0378891121559726, -1.044071156464675, -1.106586524415102, 1.0058231371451554, -0.9699813430171075, -0.7591772320696237, -0.9438904734557444, -1.1547071072935626, -1.0683400254969826, -0.7818075525669338","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
6tip5,"0.9321071294573938, 1.0798664997067513, -0.8753407138298345, -1.0310449598246534, 1.0560550872333265, -0.7537793235875023, 1.0244561900201623, 0.8442469915105979, 1.1910617933367793, 1.1078617397261163, 1.0554256124943961, 0.8730849182546628, 0.9473384523092905, 1.2648654474249812, -0.9194194498787458","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
vruq5,"1.0249156775883614, -0.9015233379909229, -0.8757684298875377, -1.0189819959860489, 0.9698991847481073, -1.2005491923698062, 1.170599778039796, 1.0672252114412666, 0.9029757417453661, 1.0021983450767877, 1.0518852118381279, -1.050834119255837, -0.986393112356672, -1.266786628524775, -0.9947191913631149","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
xaj,"1.1326010295206745, -1.035437725362652, -1.0605627502183184, -0.9415219796524366, -0.8866319307584202, 1.0179801791276502, 0.9180646425337019, -0.902009178537724, -1.0702208547106906, -0.8767091800150854, -0.9201982545292771, 0.9477270349320918, -1.2463001582145818, 0.9703630355886314, -0.8834407721304285","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
eudbrpe,"1.2714472929115435, -1.2583633034378876, -1.1281281234839886, 1.070683770137473, 0.8390822228012085, -0.9374243525492478, -1.0410442560439768, -1.1333796111972603, -1.0260920972462906, 0.8957789622944881, -0.9579508124158982, 0.9110951334075839, 0.8082492431174852, -0.830950703619895, 0.9528498031820908","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
msasyans,"0.9511845007258304, -1.0219742062537198, -0.9773808806560513, 1.1548040162385018, -1.132630189141976, -0.9838449511732619, -1.0751249876234867, -0.8840650337260345, 0.9496922996231099, -1.099411599940048, -1.1269142809362342, -1.0479781850300054, -1.0244342227343657, -0.9469637926378949, -1.1053038622644036","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
q2,"0.9185479981137452, -0.7780211798194223, -0.9810147178639793, -1.0291068498968672, 0.8027170155618395, 0.5369590226915997, 1.1418631592933852, -1.2267513967177572, 1.0854281135210058, 0.9869687052288973, -1.1256236552350576, -1.0310838146620032, 0.8311147403794623, 1.080232516686691, 0.9213085787419696","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
272cda,"0.7039298331499557, 1.1486153058572717, -0.995298504115353, -1.0125117778257837, 1.002964963320824, 1.156052198979848, 1.2000191447004338, -1.0105889617701083, 1.0165943473317907, 1.0118430799471914, -0.6429258922544392, 0.8647622345697235, -0.970895740477624, -0.9318866981069128, 1.2986416626760964","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
ji0qxaj,"1.0998983270390483, -0.8444054416318042, -1.1885053200138866, 1.023547792303879, -0.8205329377364355, 0.8603856469562214, -0.755044395851973, 0.9886604004447092, 1.1203255951597566, -0.9633774881327143, 1.2719090294054827, -0.8893831699775705, 0.9766745719973121, 0.875889548478399, 1.1074883807714488","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
r61f584pb7,"0.9616015944226822, -1.0237742635504121, -1.117588907755591, -0.934100754534396, 0.9643799505337262, 1.0402833775418487, 0.8888585747145566, -1.1579882761141038, 0.8104233092429677, 1.087531643431493, -0.998354777434057, -0.9741972262309204, 1.0311024189858131, 1.0342466029345434, 1.3170991260405704","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
w3clf,"0.6773721612287343, -0.7610192928552695, -0.9700809284722304, -0.9912729453584156, 0.9552716913028988, -0.8716697167087633, 0.8257945225264937, 1.1419399621985384, 0.8979116757005973, 1.1322566193707932, 0.9585447689534423, -1.1051480411461434, -1.0055637629665402, -1.0352518150922718, -0.7622569786675044","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
f61j,"1.1646904387668822, -0.9383194953269439, -1.0090740843861739, 1.110291130021097, 0.8796355321071058, -0.894356320226323, -0.7523195740593536, -1.0245915200866567, -0.9257434486501857, 1.0447232214375775, -0.9154831796462793, 1.035452945859063, 0.8427012519515819, -0.9363787046988721, 1.056613448466673","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
n02qhot,"1.108161788789311, -0.8386990285730318, -1.0505955782191254, 1.0756892370817466, -0.9144575098960178, -0.7319002245550469, -0.8187879925086247, -1.2064541701027274, 1.0016422411156203, -1.0416703723822232, -0.8393969833753269, -1.1206244619358576, -0.7905858070690341, -1.0331765249933171, -0.8847353934293855","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
t,"0.9370909149753928, -1.0060554085795717, -0.9008771964172545, -0.9893793487324831, 0.7656608826461934, -0.9387429003660048, 0.9957319344199306, 0.977814170567972, 0.9474150093899487, 0.9371829045855521, 0.9833341918778316, -1.0311295844367447, -1.0152270606476563, -1.2680178813938405, -0.7627072912647501","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
nx606p2o2,"1.103295802715199, -1.0606819720078404, -1.26006893711007, 0.8676935488401998, -1.2223010893320532, -0.9982049230929869, -1.149267968776104, -1.214986805701109, 1.0090880072066957, -1.1271263681605566, -0.9701805281760775, -0.9859624042060587, -0.9347902311373111, -1.1446864411324391, -0.9960241208278707","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
n4s,"1.093724088962863, -0.754350341440577, -0.972431797197295, 0.7768919856817715, -0.942659169278659, -1.1178539788808153, -1.0415511775564383, -0.9881974284185933, 1.1563518894651592, -1.0191883757439273, -1.0897934365849309, -0.8381146131242806, -1.0643056583299475, -0.9533531920396083, -1.0594679329892467","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
s6j1b9q,"0.9493364983474761, -1.090271085400571, -0.8602948675262392, -0.9306822989544195, 1.0693708999015952, 0.9318300836100691, 0.9487686286174052, -0.8761633096374092, 0.7687123546902298, 1.0873074468103496, -1.1876170859010018, -0.8340183445384429, 1.0658206264702836, 1.2002875116133822, 0.9658656811904811","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
7jbn61w5,"1.1307443767105794, 1.0684714821997612, -0.8245796687106987, -1.0067472394456234, 1.0308276012114104, -0.9022680167630586, 0.9251035501345789, 1.0450920066106384, 0.5474269239443905, 1.1029684902501653, 0.8229922123721418, 0.9185523589231578, 0.789659756884332, 0.7593011903242014, -1.03793895386606","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
9qmqly6f,"1.2706162855843588, 0.9002734281221579, -1.1078583261045634, -1.2824609558929934, -0.918061343097123, 0.9637884624185855, 0.9929703794180801, -0.9212195063198626, -0.7969551747036864, -1.074597029300131, -1.204050529838102, -1.1160013602823957, 0.8871138015952535, -1.0150514849472883, -1.0445592064480234","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
t9ied,"0.9305964330660643, -1.1521588997178818, -1.0526824815876725, -1.0926099988304236, 0.9745917425711096, -0.9799893009071018, 1.0167924803968302, 0.7556266972797823, 1.0752305668806517, 1.001997069958597, 0.7426090117645181, -1.0273050073371657, -1.0640741652987717, -1.2023322714970082, -1.0419699571174963","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
kch9e68,"1.0249219700178733, -1.1417258483800514, -0.888906974935489, 0.8994279556727562, -1.1761345256057623, 0.9619354685407646, -0.8011219451429565, 0.4970926905763464, 0.9575068883491117, -1.0292181802747578, 1.1596622034376858, -0.9986253163324806, 0.9630372966162025, 0.9428374089873285, 1.0387959253968553","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
nn2al,"0.8572007088875808, -1.0913137586954695, -1.0134365608691698, 1.18120009790693, -1.1175884392949018, -0.8906546638191044, -0.7465889201721057, -1.0030566179768508, 0.8225978820251384, -1.119744184951921, -0.8314437731734818, -1.1123393960572039, -1.1856257595115882, -0.7690924097374492, -1.2109189424440463","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
r,"1.0322710747246375, -0.9088496049189438, -0.8546164430246358, -0.906677501165471, 1.1664568543327847, 1.1616496179685782, 0.8017044961127544, -1.000866601052717, 1.0361988787032403, 0.9298646784030515, -0.8381135552595472, -1.067394663315989, 1.258305328255639, 1.1813825100938455, 1.047567761676673","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
7m155,"1.2918733192651344, 0.8352167300867901, -0.9521042629808326, -0.9055995184583, 0.9706953511180879, -0.8578841704793049, 1.1587961013566528, 1.0505928091228023, 0.9154089708166642, 1.01882084177394, 0.7500171625233805, 1.128175289244745, 1.1241835548915244, 1.1592665273258538, -1.0262154684915488","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
,"1.0212699340444358, 0.9577576615897341, 1.2571225894683455, 0.9390063764560306, 1.2076136580761558, 1.1091942051062271, 0.7649439636844381, 0.8129457174201011, 1.1440977441127695, 1.0147512649063777, 1.2429857441231975, 0.8164175164957841, 0.8587415476169051, 0.8648963193353933, 1.0988658721938662","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
oce4ptg,"0.8834737742016412, -0.8689697473979876, -0.9072084979823166, 0.90669031086667, -0.9826005891875877, -0.9793712578303477, -0.9497727239024405, -1.0456725461239955, 1.0545931486308835, -0.9617766705866385, -1.0309174550851634, -0.8207050984689079, -0.8828179157006543, -1.1605076414804065, -0.9511863523734999","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
n71aur,"0.8143321566097634, -0.7586632933034446, -1.0229073086240328, 1.2418038149169575, -1.034237375377209, -1.2361905957967347, -1.3090143018046583, -0.7766179950878569, 0.7810130505156933, -0.9291488455268961, -0.9206876287834922, -1.1399902321989543, -0.8076167249348856, -1.1359116924796642, -0.9409356970038325","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
k,"0.9145905865002063, -0.9245716914665937, -0.9897675337669718, 0.938027029597215, -0.8604117284429568, 0.832571749832215, -0.8756915794582226, 1.0025425056486585, 0.9594523687516154, -0.9177163761022725, 1.040500896983576, -1.1444375086516114, 1.1163609709774776, 1.1121251092142308, 0.8671074848394907","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
oekwafmm,"0.7153105603162071, -1.0087031022060602, -0.861172624299126, 0.9318431069430487, -1.0131676675499621, -0.9684931569190619, -1.3472213766370713, -0.9761963456631241, 1.356271904291709, -1.065465913902102, -1.094634668266172, -1.0204882336036096, -1.1448530908183827, -0.9389490650987204, -0.8839655851055024","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
bb,"0.5870962858999322, -1.0648163631546232, -0.8679615871663391, 0.9982729891204423, 0.7824484295325966, 0.8479950337531271, -1.264185635093909, 1.0730506556572614, -0.9026098474358287, 1.1145989189146042, 1.0413946030102006, 0.9588964814170459, -0.9362083806605228, 0.7467669761119763, -0.8991733883968289","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
b2mt9o4,"1.1736046580889712, -0.9026084335988787, -1.0629856319413968, 1.0634900049791118, 0.74501853607456, 0.9816815156138755, -1.249059557403545, 1.102620224503803, -0.9318568985525595, 1.3697652843739883, 1.0994457225418008, 0.955671184954962, -1.30992308118156, 1.1201963200163647, -0.7173704654068557","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
brdm11kq8,"1.2378760938672861, -0.9107667399122937, -1.047974629301981, 0.9735493372011444, 0.914571895092768, 1.146303455444041, -1.0865917215389962, 0.8661269258715543, -1.0137621117722138, 0.8387354963704571, 0.9427235774666732, 0.8038393678126642, -0.8125156919843657, 1.2548555408484428, -1.1132928784550884","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
8sx6k,"1.0803107411380801, 0.7481090987626333, -1.1656321295452234, -1.22401693365341, -0.8648170046468996, 0.982597589732069, 0.7455206888344588, -0.6602740229524102, -1.1323993845065283, -0.6703358426521211, -1.1526441107393346, -0.8551653112299796, 1.0762249533416752, -1.038783826649252, -0.9170417162466932","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
,"0.9848517008665484, 1.3005114222746545, 0.9905954323038224, 0.8710268977965986, 0.9197146796105313, 1.0020842864055837, 1.2619647468872277, 1.0560906520622955, 0.9615784551512734, 0.8698549845166358, 1.211858528316386, 0.7902913236998289, 1.1236966000635713, 1.1941408868174364, 1.0496971069752408","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
38qqdr,"0.7319373518971257, 1.1176090492129016, -1.1729621313670502, -0.8557353015879864, 1.1278257141273376, 0.7346479495896912, 0.8930617504670074, -0.8891444249825363, 0.9925620698848818, 0.7273527138904261, -1.0310384952024776, 1.1223445673658055, -1.2040196623098083, -1.111117635590993, 1.033652676113268","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
izz5mjxpo,"0.9807393843058114, -1.2549552359882263, -1.13164073320678, 1.0490595897602137, -1.2150641828698572, 0.8475342041016609, -1.2898092902029628, 0.7381577800541801, 1.096988941605149, -0.884685291216253, 0.8790077391062652, -0.9360765220106211, 1.2036784523842643, 0.796409933078003, 0.9487665094518467","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
s,"0.9120426529089986, -1.039968858654011, -0.8487186383206823, -1.220660107928823, 1.0713678879205566, 0.79519097679834, 1.088792182943976, -1.2640861033318846, 0.8559211138821263, 0.8460038586874077, -1.1434242095962217, -1.0463252863904564, 0.8967621060547428, 0.8525752964537573, 1.24835073647988","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
394n34,"1.077736080450302, 1.2253582735947997, -1.0565709780399735, -0.9556529484562866, 1.292761602031349, 1.0271674846491778, 0.7977552613068813, -1.0656510350893091, 1.0527178335998821, 1.127008760361635, -1.0855004172355562, 1.011286466557493, -0.8360415302564969, -0.9812930545840183, 1.1043690058967706","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
,"1.0627940409559122, 0.8576351899370382, 0.8548557666760489, 0.9167773950290814, 0.9407149786150386, 0.7992219775273947, 1.1430887347404097, 1.3360156586188066, 1.1712725581845764, 0.8791459962520062, 1.1292250472442413, 0.9768850478082752, 0.9584640581213529, 0.8343575371169936, 0.8734393944368288","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
nai98aok,"0.8879290826275895, -1.0656526027233066, -0.7480687948401005, 1.1808809862777483, -1.0511421745660399, -0.7943950195486658, -1.093945809690748, -1.1011883742275534, 1.033963271766979, -0.8020398353413267, -0.9262055566924987, -1.0581383554599157, -0.9989183869037047, -0.9968467273704423, -1.1143158976710161","0.0, 1.0, 1.0, 0.0, 1.0, 1.0"
,"0.9568301239040056, 0.7788588786825581, 1.0403539363607675, 0.9225934433607039, 1.0400195227954632, 1.00994908039544, 1.1889442629389542, 1.176252260412958, 1.1058210213729325, 0.958588003474365, 1.1102236371412704, 0.8238834586507209, 1.1232706091934368, 0.6782758044754957, 1.0188019268717459","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
woxpp,"1.1052584930453884, -0.8890839665845066, -0.9703416676694525, -1.011368013521159, 1.262678136653214, -0.9114830597923049, 0.9946843245863868, 0.9289452169850834, 0.9530232546445672, 0.7485487683827459, 0.9917147305549663, -1.1300475662493927, -0.6675589751464954, -0.7201428752609926, -1.2373428433182991","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
,"0.790057614321789, 0.9704749345890045, 0.775155004392018, 0.9725542294851823, 0.8547326420785502, 0.8303754498647128, 0.9696465097297535, 1.0407143460864339, 0.6973571414382069, 0.8261252394118287, 0.8857155698831914, 1.1189276191047746, 1.0314008742374834, 0.9210722669071889, 1.1000594808437665","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
zs,"0.9380457327546586, -1.1097253648022603, -1.1229057252224857, -1.1847999506020321, -1.1472606203160027, 1.1066536471712742, 0.8436702075402491, -1.2295656479975006, -0.993983478157154, -0.851134578341619, -1.1913762252186955, 0.7763917326874129, -1.1178027500838343, 0.9531290995861429, -1.2644219293994092","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
wy4ob7rq,"1.1475224334691987, -1.1642983823369986, -1.0734629495716281, -1.117941947564009, 0.8982570657159045, -0.8832883124298366, 0.9680656670992712, 0.9547077591152314, 1.0205941021548086, 1.1140141262966021, 0.9806521253656395, -0.7671068764863388, -1.0649062314340376, -1.220843914847862, -1.301954810343977","0.0, 1.0, 1.0, 1.0, 0.0, 1.0"
,"1.0365721896657523, 0.9337352683797946, 1.382716519862936, 1.1294806413213494, 1.110188944392614, 0.7197493255978088, 0.9711990141996546, 1.1184349852130293, 0.8498488261013175, 1.1621899581653063, 1.0892985677918186, 0.9870637859627909, 1.2225053722372987, 0.7961643137715273, 1.2291851279084836","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
9k,"1.074002076475029, 0.9507464995993544, -1.0376537009399993, -0.9093467602357578, -0.8126941390914697, 1.0529572397241749, 1.0764248643946395, -0.8000429438611605, -0.9449322782199887, -1.0604513450141524, -1.0642938957581525, -0.8543599194719285, 0.9826060197763831, -0.6942993854745693, -1.2425753475760646","0.0, 0.0, 1.0, 1.0, 1.0, 0.0"
ebgjymwqds,"0.9540456802329422, -0.9243285883412043, -0.7960224313791854, 1.1264749874044744, 0.8973210275615378, -0.9713130527297799, -0.9751646068017866, -1.1111085672817704, -1.0656635112445625, 0.6969755090409167, -1.271635884964537, 0.9504735708077916, 1.167623348223155, -0.8335676080774861, 1.0723060287744148","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
5zt6l9,"0.8236865798093946, 0.9829836387222707, -0.9264552759054866, -0.9668148552680789, 1.0559757772538194, -1.0619618402292978, 0.9668934295227064, 1.0399778695842576, 1.1238273067823934, 1.113142617105374, 0.6693016417370816, 0.8098763935787284, 0.9612618186554492, 0.8745495551692635, -0.8037145353027245","0.0, 0.0, 1.0, 1.0, 0.0, 1.0"
d,"1.13000937298633, -0.8631597192377274, -0.9094270717831255, 1.0111411834725603, 0.7320030723359803, -1.0891943465591671, -1.0761973059842571, -1.227799834091298, -1.0237191520218725, 1.0695112015684454, -1.2332752750624545, 0.97100120473574, 0.9174094163401598, -1.2147428296474385, 1.0483211829638865","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
bctb,"0.9394191818120683, -0.8061140897846558, -1.2762101536103843, 0.8078190770444773, 1.0335018783372607, 0.8669304196459012, -0.9216869610880079, 0.9886651082953365, -1.1051655727611804, 0.8741679364528248, 1.2175231856885733, 0.8043771581659828, -0.9076867147489299, 1.4127108511114241, -1.135195379155385","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
158ev0,"1.111399614083926, 0.7497523514287235, -1.0097445027792504, -0.9805067559957419, 1.1188460590349407, 1.1739563676090927, 1.1201544606386604, -1.1224993338249678, 0.8869830030720128, 0.8356043622647318, -1.066724191580937, 1.1664835760759809, -0.6805632488527151, -1.1913650032102885, 1.1204888297058313","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
,"0.7842892671995392, 0.9222899107741758, 1.10165951022727, 1.2689612624262099, 1.0809395005599498, 0.9409521162338084, 1.051040021979035, 1.1073075584837215, 1.0850317726843952, 0.9417125054994655, 0.8587767085392985, 1.11313742068382, 1.0048235334655717, 1.0948523194610063, 1.0187578991716721","0.0, 0.0, 0.0, 0.0, 0.0, 0.0"
svcguc3q,"0.7827876343166291, -1.0371046000548625, -1.2398719156601745, -0.9315367727436672, 0.8532877911421923, 1.1178818237992765, 0.7526736949925708, -1.0688337581050278, 0.9135255049581755, 1.1841934817554247, -0.9299399434322536, -1.0728127089362318, 1.1687541058651427, 0.9205935802837579, 1.011296278632419","0.0, 1.0, 1.0, 1.0, 0.0, 0.0"
yv9ig2upe,"0.823187918945269, -1.2534759683446748, -0.7537856492420656, -1.131716560847308, -1.5082558311106782, 0.9837453784832284, 1.0910149113491414, -1.2352242315591924, -0.8609687369186607, -1.0705553567438544, -1.0386371951827915, 1.067079641149421, -0.8777684819796902, 0.822636357097971, -0.7476007432832528","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
jb0f0,"1.0797565446741773, -0.796991836321533, -0.9196374611551266, 1.0425709697035193, -1.0097009916718218, 1.1068876395290403, -1.029906434717374, 1.05132341801711, 1.3163393875913458, -1.2071735732322115, 1.004261879545781, -1.103356925160178, 1.1228562276787115, 1.216040929573076, 0.7396742375121644","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
xplmpm8,"1.0141522940915326, -0.8194976590282891, -1.0565291469280096, -0.635108127062965, -1.0390454214949776, 1.0608449744129527, 1.2597021166976123, -1.0820428590256994, -1.0339242546280933, -0.9012910250393907, -0.9117324900572036, 0.9604038613221411, -0.7703400009167086, 0.8953982746824466, -1.1073845186892446","0.0, 1.0, 1.0, 1.0, 1.0, 0.0"
2temzh,"1.0762479937675402, 0.9284399600034963, -1.0592625174920454, -1.0011368705628416, 1.0861521637033948, 1.2847787233215853, 1.1641517702908055, -1.0233441395768437, 1.0882563396005214, 0.9869845493281044, -0.9355328706412285, 0.799398587960857, -0.9444420989117712, -1.12980884418804, 0.9440742913922451","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
fjsp4e8tjl,"0.5035359295459488, -1.009490683538807, -0.9426286571589126, 0.8040913256976582, 1.0070576003872063, -1.1186912964719398, -0.9170628163761846, -0.8370708438831179, -0.9567204322164582, 1.203030732802618, -1.0592275917097258, 0.946132458598673, 1.1270720167946846, -1.3770063565412742, 0.9897916101116415","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
e7kz189dnc,"1.0751270551500078, -1.1278714891338832, -0.6937520954362394, 1.3041898236963643, 0.6693908618515128, -0.9484674493954498, -0.9745508871745094, -1.1806673694422132, -1.0795106513486543, 0.9068477300662581, -1.0038010337408594, 0.9097410611212668, 1.1376965866082407, -0.9053925510555892, 0.876994632963455","0.0, 1.0, 1.0, 0.0, 0.0, 1.0"
b72serm,"1.3913520982943286, -0.913893637811338, -1.0336319739436879, 0.9387850392024846, 0.9133608270827197, 1.2357348068440928, -0.994533057613225, 0.9654528108048195, -0.9560434281209345, 1.015614779279124, 0.8651447883972043, 0.9599138322075028, -0.9298156098593648, 0.8078541866689808, -1.0810674285192836","0.0, 1.0, 1.0, 0.0, 0.0, 0.0"
2i9x23uym,"1.0681632816171214, 0.9794025004478238, -0.6472065821270764, -1.047033491734231, 0.8407200472639932, 0.8025301865388396, 0.8961689752877287, -0.9121896116200673, 1.111694927513717, 0.922417002779107, -0.9518912654834584, 0.8550234693077727, -1.0275198522115072, -1.1563319703052057, 0.979171644312626","0.0, 0.0, 1.0, 1.0, 0.0, 0.0"
hh7z8h,"0.9266519360273395, -1.0669491253415293, -0.871940888074378, 0.845354314146866, -0.7668758916475477, 1.1529933102878154, -0.8639287078919617, 0.7914034201529094, 0.9765720880418727, -1.0807950700936884, 1.0277903683962852, -0.9749911474721792, 1.1625565596850191, 1.0106421307774174, 0.7912783475753316","0.0, 1.0, 1.0, 0.0, 1.0, 0.0"
